Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,5204,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,44,3,2,Sales Executive,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,4,Male,56,2,2,Manufacturing Director,4,Single,9679,10138,8,Y,No,24,4,2,80,0,8,1,3,1,0,0,0
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1968,1,Male,66,3,3,Sales Executive,1,Single,10448,5843,6,Y,Yes,13,3,2,80,0,15,2,2,2,2,2,2
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,1,Female,67,3,2,Research Scientist,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,18079,1,Y,No,20,4,3,80,3,9,2,3,9,7,2,8
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,1,Male,30,3,3,Healthcare Representative,3,Married,7510,16873,1,Y,No,17,3,2,80,1,10,1,3,10,9,0,9
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,4,Male,88,3,1,Human Resources,2,Married,2991,5224,0,Y,Yes,11,3,2,80,1,7,2,3,6,2,1,2
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,1973,3,Male,71,4,5,Manager,2,Married,19636,25811,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,Y,No,12,3,4,80,0,20,2,3,20,9,3,7
31,No,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,Y,No,20,4,3,80,1,13,2,4,11,7,4,8
54,No,Travel_Rarely,157,Research & Development,10,3,Medical,1,1980,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4
24,No,Travel_Rarely,771,Research & Development,1,2,Life Sciences,1,1981,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,Y,No,12,3,2,80,0,4,2,2,4,3,1,2
23,No,Travel_Rarely,571,Research & Development,12,2,Other,1,1982,4,Male,78,3,1,Laboratory Technician,4,Single,2647,13672,1,Y,No,13,3,3,80,0,5,6,4,5,2,1,4
40,No,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,4,Female,73,3,2,Laboratory Technician,3,Married,6323,26849,1,Y,No,11,3,1,80,1,10,2,4,10,9,9,4
40,No,Travel_Rarely,444,Sales,2,2,Marketing,1,1986,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10
25,No,Travel_Rarely,309,Human Resources,2,3,Human Resources,1,1987,3,Female,82,3,1,Human Resources,2,Married,2187,19655,4,Y,No,14,3,3,80,0,6,3,3,2,0,1,2
30,No,Travel_Rarely,911,Research & Development,1,2,Medical,1,1989,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7
25,No,Travel_Rarely,977,Research & Development,2,1,Other,1,1992,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,7298,6,Y,Yes,19,3,3,80,1,7,2,2,2,2,0,2
47,No,Travel_Rarely,1180,Research & Development,25,3,Medical,1,1993,1,Male,84,3,3,Healthcare Representative,3,Single,8633,13084,2,Y,No,23,4,2,80,0,25,3,3,17,14,12,11
33,No,Non-Travel,1313,Research & Development,1,2,Medical,1,1994,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,20439,1,Y,No,12,3,3,80,3,1,2,2,1,1,0,0
38,No,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,1995,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8
31,No,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,1996,1,Male,54,3,1,Sales Representative,3,Married,3067,6393,0,Y,No,19,3,3,80,1,3,1,3,2,2,1,2
38,No,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,1997,1,Male,72,2,2,Manufacturing Director,3,Married,5321,14284,2,Y,No,11,3,4,80,1,10,1,3,8,3,7,7
42,No,Travel_Rarely,557,Research & Development,18,4,Life Sciences,1,1998,4,Male,35,3,2,Research Scientist,1,Divorced,5410,11189,6,Y,Yes,17,3,3,80,1,9,3,2,4,3,1,2
41,No,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,1999,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0
47,No,Non-Travel,1162,Research & Development,1,1,Medical,1,2000,3,Female,98,3,3,Research Director,2,Married,11957,17231,0,Y,No,18,3,1,80,2,14,3,1,13,8,5,12
35,No,Travel_Rarely,1490,Research & Development,11,4,Medical,1,2003,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2
22,No,Travel_Rarely,581,Research & Development,1,2,Life Sciences,1,2007,4,Male,63,3,1,Research Scientist,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2
35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8
33,No,Travel_Rarely,501,Research & Development,15,2,Medical,1,2009,2,Female,95,3,2,Healthcare Representative,4,Married,4878,21653,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
32,No,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,2010,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1
40,No,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,2012,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,Y,No,19,3,3,80,2,8,3,2,1,0,0,0
32,No,Travel_Rarely,234,Sales,1,4,Medical,1,2013,2,Male,68,2,1,Sales Representative,2,Married,2269,18024,0,Y,No,14,3,2,80,1,3,2,3,2,2,2,2
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,1,Male,52,3,2,Research Scientist,4,Single,4108,5340,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
38,No,Travel_Rarely,201,Research & Development,10,3,Medical,1,2015,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11
32,No,Travel_Rarely,801,Sales,1,4,Marketing,1,2016,3,Female,48,3,3,Sales Executive,4,Married,10422,24032,1,Y,No,19,3,3,80,2,14,3,3,14,10,5,7
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,4907,13684,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,1,Male,40,3,1,Sales Representative,4,Divorced,3482,19788,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,2436,13422,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,4,Male,87,3,5,Manager,4,Single,19431,15302,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,2026,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,26236,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
34,No,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,4,Female,95,2,2,Sales Executive,3,Married,6712,8978,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
36,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,8938,12227,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,Male,78,3,1,Research Scientist,1,Single,2439,11288,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,5343,5982,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,2,Male,94,3,2,Sales Executive,3,Divorced,6728,14255,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,4850,23333,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,2809,2725,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,5689,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,3,Female,98,3,1,Research Scientist,3,Married,2001,12549,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,4,Male,39,2,3,Sales Executive,1,Divorced,10854,16586,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,Sales Executive,4,Married,12031,8828,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
49,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
63,No,Travel_Rarely,845,Research & Development,25,3,Technical Degree,1,52,2,Male,45,4,5,Laboratory Technician,2,Divorced,6062,4630,4,Y,Yes,14,3,1,80,0,13,3,4,30,13,5,12
53,No,Travel_Frequently,1201,Human Resources,3,1,Human Resources,1,1992,1,Female,65,2,2,Research Scientist,4,Divorced,5175,12895,10,Y,Yes,15,3,3,80,3,38,0,3,29,7,2,10
65,Yes,Travel_Rarely,1229,Research & Development,29,4,Human Resources,1,829,1,Female,38,2,1,Manufacturing Director,3,Divorced,6019,6949,2,Y,Yes,15,3,1,80,0,18,4,2,21,8,6,6
20,No,Travel_Rarely,682,Human Resources,14,1,Marketing,1,459,2,Male,88,4,2,Laboratory Technician,1,Single,11583,17173,9,Y,Yes,17,4,3,80,2,12,0,4,24,1,11,4
27,Yes,Non-Travel,1424,Research & Development,20,2,Human Resources,1,1719,1,Male,44,2,4,Manufacturing Director,3,Married,3795,23897,10,Y,Yes,25,3,1,80,3,12,4,4,16,3,13,14
21,Yes,Non-Travel,1116,Sales,7,1,Marketing,1,1333,4,Male,56,3,1,Healthcare Representative,3,Divorced,12313,9042,4,Y,No,20,4,1,80,1,14,0,2,13,2,11,4
43,Yes,Travel_Rarely,780,Sales,11,4,Technical Degree,1,177,1,Female,86,2,3,Sales Executive,2,Single,13076,6403,3,Y,No,11,3,1,80,2,11,0,4,25,12,1,12
39,Yes,Travel_Frequently,848,Human Resources,25,3,Medical,1,979,1,Male,53,4,2,Sales Executive,4,Divorced,12520,19353,2,Y,No,12,4,2,80,2,12,1,1,24,1,9,0
31,Yes,Travel_Rarely,605,Research & Development,3,1,Human Resources,1,1367,2,Male,58,1,5,Research Scientist,4,Single,7097,13439,8,Y,Yes,20,4,3,80,2,7,3,1,24,12,6,7
50,Yes,Travel_Rarely,1398,Research & Development,5,5,Marketing,1,802,3,Male,89,2,1,Healthcare Representative,1,Single,4992,1950,10,Y,Yes,25,4,1,80,2,7,0,2,4,14,6,12
44,Yes,Non-Travel,903,Research & Development,11,1,Technical Degree,1,1046,3,Male,63,4,4,Research Scientist,4,Married,7789,5996,5,Y,Yes,12,4,4,80,0,5,3,2,20,9,2,7
24,No,Travel_Frequently,1371,Human Resources,17,3,Medical,1,1956,3,Male,74,2,1,Manufacturing Director,2,Divorced,6401,13197,3,Y,No,19,4,3,80,2,26,3,2,16,11,8,11
26,Yes,Non-Travel,849,Human Resources,5,4,Technical Degree,1,256,1,Male,91,3,5,Manufacturing Director,4,Married,4873,21409,9,Y,Yes,24,3,1,80,2,5,4,2,30,7,1,2
34,Yes,Non-Travel,1125,Research & Development,22,4,Life Sciences,1,1860,4,Female,50,1,3,Healthcare Representative,2,Married,13914,16657,8,Y,Yes,16,3,4,80,3,16,1,4,8,7,2,2
64,No,Travel_Frequently,1267,Sales,28,5,Other,1,1720,4,Female,60,1,4,Healthcare Representative,3,Single,3616,21041,0,Y,No,21,3,1,80,3,36,1,1,22,15,6,0
58,No,Travel_Frequently,1228,Human Resources,29,2,Medical,1,1536,2,Female,51,4,4,Manufacturing Director,3,Married,4393,11366,8,Y,Yes,20,3,1,80,0,25,5,1,4,14,13,9
35,Yes,Non-Travel,924,Sales,26,5,Medical,1,1888,2,Male,62,1,5,Manufacturing Director,3,Single,4764,24209,5,Y,No,20,3,1,80,3,25,5,1,19,3,7,3
48,Yes,Travel_Rarely,932,Human Resources,12,2,Human Resources,1,457,4,Male,54,2,2,Manufacturing Director,2,Single,11933,24287,4,Y,Yes,22,4,4,80,2,17,6,3,25,10,2,0
21,Yes,Travel_Rarely,965,Human Resources,8,5,Medical,1,779,4,Female,44,3,5,Laboratory Technician,2,Divorced,8051,2178,8,Y,Yes,14,3,4,80,2,6,4,2,17,3,12,6
52,Yes,Travel_Rarely,597,Sales,22,5,Life Sciences,1,1545,4,Female,75,1,5,Manufacturing Director,2,Single,5643,19551,1,Y,Yes,21,4,2,80,0,29,6,2,3,4,1,2
45,Yes,Non-Travel,1036,Research & Development,16,2,Other,1,202,3,Female,34,3,4,Research Scientist,1,Single,8545,8926,6,Y,Yes,19,4,2,80,0,16,2,4,14,4,2,3
45,Yes,Travel_Rarely,1291,Human Resources,21,5,Medical,1,1074,2,Male,59,3,1,Research Scientist,4,Married,10868,20738,9,Y,Yes,21,3,1,80,0,16,2,2,20,2,14,5
40,Yes,Travel_Frequently,543,Research & Development,1,5,Technical Degree,1,1749,2,Male,31,2,3,Research Scientist,3,Single,13554,20979,5,Y,No,16,4,2,80,0,37,1,4,2,9,2,6
21,No,Non-Travel,1022,Research & Development,30,5,Technical Degree,1,1110,3,Female,57,3,3,Sales Executive,4,Divorced,14318,4333,9,Y,Yes,21,4,2,80,0,30,0,1,4,4,3,0
57,Yes,Travel_Rarely,559,Sales,16,5,Other,1,1001,2,Female,73,1,4,Sales Executive,4,Married,11824,8963,2,Y,No,20,3,2,80,3,27,3,2,15,8,9,10
43,No,Travel_Rarely,1073,Human Resources,1,1,Marketing,1,1575,3,Female,81,3,3,Healthcare Representative,4,Single,5113,21223,8,Y,No,19,3,1,80,0,8,4,1,3,9,2,7
49,No,Non-Travel,1453,Research & Development,8,1,Human Resources,1,1146,4,Male,41,4,5,Manufacturing Director,2,Divorced,8972,5804,1,Y,Yes,13,4,3,80,0,28,2,4,26,3,4,8
63,Yes,Travel_Rarely,1437,Sales,4,4,Life Sciences,1,697,3,Male,96,3,4,Healthcare Representative,1,Single,4947,4893,1,Y,No,20,3,1,80,3,15,6,4,1,9,13,15
56,Yes,Travel_Frequently,623,Human Resources,21,5,Technical Degree,1,1016,4,Male,77,2,4,Manufacturing Director,4,Divorced,3783,17319,1,Y,No,14,3,2,80,0,39,0,1,4,10,12,6
47,Yes,Travel_Frequently,652,Human Resources,20,5,Technical Degree,1,839,4,Male,62,2,1,Laboratory Technician,4,Married,6689,6545,2,Y,Yes,17,4,1,80,1,18,6,1,9,6,5,7
57,Yes,Non-Travel,708,Sales,3,4,Technical Degree,1,329,3,Male,81,2,4,Laboratory Technician,3,Married,4722,11848,4,Y,Yes,12,4,2,80,2,17,2,2,3,4,8,5
23,No,Non-Travel,826,Human Resources,11,1,Technical Degree,1,1110,1,Male,59,3,5,Manufacturing Director,1,Divorced,12984,5803,4,Y,Yes,16,3,1,80,1,9,6,1,23,15,15,5
58,No,Travel_Frequently,888,Sales,18,2,Other,1,691,4,Female,63,1,3,Research Scientist,2,Single,10708,13361,5,Y,No,17,4,4,80,1,31,2,2,10,14,8,13
52,No,Non-Travel,595,Sales,8,4,Medical,1,457,1,Male,57,4,5,Healthcare Representative,4,Single,11373,5691,3,Y,Yes,19,3,2,80,0,23,5,3,3,11,4,0
55,Yes,Travel_Rarely,1129,Research & Development,18,5,Life Sciences,1,1219,1,Male,33,3,5,Healthcare Representative,1,Divorced,11286,16092,5,Y,No,16,3,3,80,1,18,5,4,25,2,5,7
26,No,Travel_Rarely,555,Research & Development,20,4,Life Sciences,1,1587,3,Male,59,4,5,Healthcare Representative,1,Divorced,12029,16776,3,Y,No,11,4,1,80,2,29,4,2,29,4,10,1
59,Yes,Non-Travel,1261,Research & Development,26,1,Life Sciences,1,955,4,Female,96,3,2,Manufacturing Director,3,Married,4597,23497,0,Y,No,16,3,3,80,1,19,0,2,26,5,14,1
49,Yes,Non-Travel,857,Research & Development,12,2,Medical,1,1282,4,Male,99,3,1,Healthcare Representative,2,Single,4196,22651,0,Y,No,10,3,3,80,3,9,6,3,5,7,3,1
26,No,Travel_Rarely,1369,Human Resources,27,2,Other,1,1439,1,Male,30,1,3,Sales Executive,3,Single,14089,12768,8,Y,Yes,18,3,3,80,2,11,3,1,7,1,15,10
60,Yes,Travel_Frequently,1236,Human Resources,1,5,Marketing,1,1509,2,Male,37,3,5,Research Scientist,2,Single,4717,22085,5,Y,Yes,16,3,3,80,0,24,4,2,26,15,12,10
44,No,Non-Travel,1099,Research & Development,18,2,Other,1,1278,4,Male,98,2,5,Manufacturing Director,2,Married,12353,20178,8,Y,No,20,3,3,80,0,27,4,3,28,3,2,0
53,No,Travel_Frequently,1288,Research & Development,6,4,Medical,1,1126,4,Female,37,2,4,Research Scientist,2,Single,3863,21242,6,Y,Yes,19,3,4,80,3,37,2,4,25,10,8,7
65,Yes,Non-Travel,1223,Human Resources,7,5,Technical Degree,1,1136,3,Male,37,3,3,Manufacturing Director,4,Married,10222,15254,0,Y,Yes,11,4,2,80,0,35,1,2,1,7,5,7
38,No,Travel_Frequently,1100,Research & Development,21,2,Human Resources,1,1687,4,Female,93,4,3,Healthcare Representative,1,Divorced,9280,14540,6,Y,No,16,4,3,80,0,36,6,1,28,6,15,12
50,No,Non-Travel,883,Sales,6,4,Medical,1,1491,2,Female,56,2,3,Research Scientist,2,Married,5967,12650,4,Y,Yes,12,3,4,80,1,19,1,3,19,8,8,13
45,Yes,Travel_Frequently,1382,Sales,26,3,Human Resources,1,1018,2,Female,96,3,3,Healthcare Representative,4,Married,4600,19890,8,Y,No,19,4,3,80,1,19,2,1,6,12,5,15
43,No,Non-Travel,1446,Human Resources,4,3,Medical,1,1785,1,Female,60,3,3,Sales Executive,4,Married,4332,12730,10,Y,Yes,24,4,2,80,2,38,6,1,22,1,7,0
26,Yes,Travel_Rarely,886,Research & Development,22,4,Life Sciences,1,144,3,Female,47,2,4,Sales Executive,3,Married,6579,23656,5,Y,Yes,12,3,3,80,1,31,0,3,9,1,11,6
28,No,Travel_Rarely,659,Research & Development,8,2,Medical,1,1863,4,Female,89,2,1,Laboratory Technician,1,Divorced,7545,21770,10,Y,Yes,20,3,3,80,2,9,3,1,10,9,15,13
56,No,Non-Travel,774,Human Resources,14,4,Other,1,1325,4,Male,94,4,2,Manufacturing Director,1,Single,5205,18701,0,Y,No,13,3,1,80,1,3,1,3,5,4,3,14
52,Yes,Travel_Frequently,1412,Human Resources,14,5,Human Resources,1,316,1,Female,94,4,1,Manufacturing Director,1,Married,8396,11318,4,Y,Yes,12,4,2,80,0,24,4,4,12,3,12,0
54,No,Travel_Frequently,1366,Human Resources,22,2,Human Resources,1,366,1,Female,92,4,2,Healthcare Representative,1,Single,3333,2100,8,Y,Yes,14,4,1,80,3,10,6,3,24,5,11,2
57,No,Travel_Frequently,908,Human Resources,17,2,Marketing,1,254,3,Female,30,4,5,Manufacturing Director,1,Single,12054,18163,5,Y,Yes,24,3,4,80,3,2,0,1,17,3,12,8
63,Yes,Non-Travel,1202,Human Resources,16,1,Human Resources,1,1257,4,Male,35,4,4,Healthcare Representative,2,Married,5854,8120,4,Y,No,19,4,1,80,1,23,3,2,12,8,13,2
28,No,Travel_Rarely,1430,Research & Development,10,1,Other,1,1156,4,Female,64,2,2,Sales Executive,2,Divorced,14639,10907,2,Y,No,15,4,2,80,2,32,6,3,18,1,12,1
23,Yes,Non-Travel,748,Research & Development,30,3,Medical,1,422,1,Male,84,1,1,Sales Executive,2,Married,4587,14736,3,Y,Yes,18,3,3,80,3,11,6,4,25,8,3,4
28,Yes,Travel_Rarely,1457,Research & Development,14,3,Marketing,1,930,1,Female,91,3,1,Research Scientist,4,Single,3428,12473,4,Y,No,20,3,1,80,3,9,6,2,14,11,11,9
35,Yes,Non-Travel,1232,Sales,10,1,Life Sciences,1,787,2,Female,95,2,4,Research Scientist,3,Single,14467,12036,9,Y,No,19,4,4,80,1,8,0,4,1,11,8,5
65,Yes,Non-Travel,1187,Research & Development,22,3,Medical,1,725,4,Female,79,1,2,Laboratory Technician,1,Divorced,3410,15053,0,Y,No,22,4,2,80,1,31,0,4,16,12,10,15
52,No,Travel_Frequently,954,Sales,6,3,Other,1,257,2,Female,50,3,4,Manufacturing Director,2,Single,8331,16226,3,Y,Yes,22,4,1,80,1,7,2,4,24,9,9,1
32,No,Non-Travel,1037,Research & Development,8,3,Human Resources,1,804,4,Male,93,4,2,Sales Executive,1,Married,5545,17581,8,Y,Yes,21,4,1,80,0,28,5,3,17,15,15,1
41,No,Non-Travel,1060,Research & Development,14,3,Medical,1,362,3,Male,72,2,5,Healthcare Representative,1,Single,6852,13514,9,Y,Yes,12,4,3,80,3,15,1,3,4,8,7,12
24,No,Non-Travel,820,Sales,25,4,Other,1,368,1,Male,72,3,2,Laboratory Technician,2,Divorced,9848,19811,1,Y,Yes,19,3,2,80,3,6,1,3,29,5,15,8
